HHID,plotID,A,animal_value_p_sell,area_planted,chem_fert,cons_value_p_sell,cropID,farm_capital,food_prod_value_p_sell,gift_value_p_sell,hhlabor,hired_labor,k,l,lnA,lnk,lnl,lnm,lny,lny_over_A,m,org_fert,pesticides,season,seed_cost,seeds_value_p_sell,sell_value_p_sell,stored_value_p_sell,total2_value_p_sell,total_value_p_sell,trans_cost,y,y_over_A,inflation,ctotal,region
1033000302.0,4.0,0.25,0.0,0.25,,27.37885213169651,Sweet Potatoes,14000.0,0.0,0.0,35.0,0.0,5.475770426339302,35.0,-1.1056369028847763,1.893239862368167,3.5553480614894135,,3.3097708953765355,12.542544882151386,0.0,,,1,,0.0,0.0,0.0,27.37885213169651,70000.0,0.0,27.37885213169651,280000.0,0.9883365166466088,2313.982356879184,1.0
1033000302.0,5.0,0.25,0.0,0.25,,25.344995551890083,Irish Potatoes,14000.0,0.0,2.112082910203361,20.0,0.0,5.475770426339302,20.0,-1.1056369028847763,1.893239862368167,2.995732273553991,,3.743406906528428,12.97618089330328,0.0,,,1,,4.224165820406722,10.56041439365437,0.0,42.241658676154536,108000.0,0.0,42.241658676154536,432000.01126527786,0.9883365166466088,2313.982356879184,1.0
1033000302.0,6.0,0.5,0.0,0.5,,0.0,Other,14000.0,0.0,0.0,72.0,4.0,5.475770426339302,76.0,-0.5430045217198668,1.893239862368167,4.330733340286331,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883365166466088,2313.982356879184,1.0
1033000302.0,7.0,0.5,0.0,0.5,,0.0,Cassava,14000.0,0.0,0.0,25.0,0.0,5.475770426339302,25.0,-0.5430045217198668,1.893239862368167,3.2188758248682006,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9883365166466088,2313.982356879184,1.0
1033000304.0,3.0,0.5,0.0,0.5,,21.268620335423005,Sweet Potatoes,41500.0,0.0,2.3631801350862434,39.0,0.0,16.812338424804484,39.0,-0.5430045217198668,2.889116375863698,3.6635616461296463,,3.162593282562336,11.667076122445744,0.0,,,1,,0.0,0.0,0.0,23.631800470509244,58333.333333333336,0.0,23.631800470509244,116666.66405896346,0.954205710174461,1124.846719766557,1.0
1033000304.0,4.0,0.5,0.0,0.5,,29.370952669839152,Maize,41500.0,0.0,1.012791471373764,45.0,0.0,16.812338424804484,45.0,-0.5430045217198668,2.889116375863698,3.8066624897703196,,4.316775445542467,12.821258285425875,0.0,,,1,,4.051165945862132,40.51165885495056,0.0,74.9465689420256,185000.0023841858,0.0,74.9465689420256,370000.0002980232,0.954205710174461,1124.846719766557,1.0
1033000307.0,5.0,0.25,0.0,0.25,,0.0,Maize,23500.0,0.0,0.0,15.0,9.0,9.52023983091338,24.0,-1.1056369028847763,2.368870715883358,3.1780538303479458,2.4286241298338775,4.61788053752092,13.815510557964274,11.343264479386155,,7.292098593891101,1,4.051165885495056,0.0,101.27914713737638,0.0,101.27914713737638,250000.0,0.0,101.27914713737638,1000000.0,0.954205710174461,1749.0503594036356,1.0
1033000310.0,2.0,0.30000001192092896,0.0,0.30000001192092896,,51.044688805015205,Sweet Potatoes,12000.0,0.0,4.253724348797621,68.0,0.0,4.861399062594067,68.0,-0.9649558719411386,1.7961627503954203,4.219507705176107,,4.038062021778881,13.05337044569185,0.0,,,1,,0.0,0.0,1.4179080810517464,56.716321234864566,140000.0,0.0,56.716321234864566,466666.63856142206,0.954205710174461,949.625692887125,1.0
1033000505.0,2.0,0.4000000059604645,0.0,0.4000000059604645,,28.564637871778125,Groundnuts,15000.0,0.0,0.0,68.0,0.0,5.950965986816967,68.0,-0.7318879959888852,1.9623520743580525,4.219507705176107,2.4767007376655714,3.5753130660701102,12.323855706021826,11.901931973633934,,,1,11.901931973633934,7.141159467944531,0.0,0.0,35.70579733972266,90000.0,0.0,35.70579733972266,225000.00558793536,0.974374319068576,1307.308207983951,1.0
1033000505.0,3.0,0.30000001192092896,0.0,0.30000001192092896,,41.65676190771876,Sweet Potatoes,15000.0,0.0,13.88558730257292,82.0,0.0,5.950965986816967,82.0,-0.9649558719411386,1.9623520743580525,4.406719247264253,,4.01714577861272,13.053370466180949,0.0,,,1,,0.0,0.0,0.0,55.54234921029168,140000.0,0.0,55.54234921029168,466666.64812300017,0.974374319068576,1307.308207983951,1.0
1033000506.0,2.0,0.125,0.0,0.125,,47.607727894535735,Groundnuts,88500.0,0.0,14.28231836836072,35.0,0.0,35.1106993222201,35.0,-1.5798791090351842,3.5911502512969773,3.5553480614894135,,4.268460206893627,14.180153671552183,0.0,,,1,,9.521545578907146,0.0,0.0,71.4115918418036,180000.0,0.0,71.4115918418036,1440000.0,0.974374319068576,2177.2600890434337,1.0
1033000506.0,4.0,0.125,0.0,0.125,,3.57057959209018,Irish Potatoes,88500.0,0.0,0.0,30.0,0.0,35.1106993222201,30.0,-1.5798791090351842,3.5911502512969773,3.4011973816621555,,1.9658751138995807,11.877568578558138,0.0,,,1,,3.57057959209018,0.0,0.0,7.14115918418036,18000.0,0.0,7.14115918418036,144000.0,0.974374319068576,2177.2600890434337,1.0
1033000506.0,6.0,0.5,0.0,0.5,,0.0,Coffee All,88500.0,0.0,0.0,14.0,3.0,35.1106993222201,17.0,-0.5430045217198668,3.5911502512969773,2.833213344056216,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974374319068576,2177.2600890434337,1.0
1033000507.0,2.0,1.0,0.0,1.0,,0.0,Cassava,142500.0,0.0,0.0,25.0,0.0,56.53417687476118,25.0,0.07788653887762495,4.055244274839795,3.2188758248682006,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974374319068576,4908.674130779264,1.0
1033000507.0,3.0,1.0,0.0,1.0,,19.836553289389887,Beans,142500.0,0.0,15.86924263151191,24.0,0.0,56.53417687476118,24.0,0.07788653887762495,4.055244274839795,3.1780538303479458,,3.6806735419915073,11.512925464970229,0.0,,,1,,3.9673106578779773,0.0,0.0,39.67310657877977,100000.0,0.0,39.67310657877977,100000.0,0.974374319068576,4908.674130779264,1.0
1033000507.0,5.0,0.5,0.0,0.5,,0.0,Cassava,142500.0,0.0,0.0,20.0,0.0,56.53417687476118,20.0,-0.5430045217198668,4.055244274839795,2.995732273553991,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974374319068576,4908.674130779264,1.0
1033000510.0,3.0,0.15000000596046448,0.0,0.15000000596046448,,0.0,Cassava,6000.0,0.0,0.0,25.0,0.0,2.33625666368231,25.0,-1.4653375416253522,1.2531444786300718,3.2188758248682006,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992779350204739,985.7445616296892,1.0
1033000510.0,4.0,0.10000000149011612,0.0,0.10000000149011612,,11.356803226233453,Sweet Potatoes,6000.0,0.0,0.0,35.0,0.0,2.33625666368231,35.0,-1.7092582381663959,1.2531444786300718,3.5553480614894135,,2.429816967549446,12.58336686177048,0.0,,,1,,0.0,0.0,0.0,11.356803226233453,29166.666666666668,0.0,11.356803226233453,291666.6623204947,0.992779350204739,985.7445616296892,1.0
1033000511.0,1.0,0.5,0.0,0.5,,15.575044424548734,Cassava,25500.0,0.0,0.0,29.0,0.0,9.929090820649819,29.0,-0.5430045217198668,2.406419717818907,3.367295829986474,,2.7456699169679233,11.289781913656018,0.0,,,1,,0.0,0.0,0.0,15.575044424548734,40000.0,0.0,15.575044424548734,80000.0,0.992779350204739,1136.510991659321,1.0
1041000207.0,2.0,0.25,0.0,0.25,,5.837660324558794,Yam,6000.0,0.0,2.5018544248109116,25.0,0.0,2.3546865174690934,25.0,-1.1056369028847763,1.2583943379578997,3.2188758248682006,,2.8141522117090614,12.043553716032399,0.0,,,1,,0.0,8.339514749369705,0.0,16.67902949873941,42500.0,0.0,16.67902949873941,170000.0,0.9850089832658409,1079.8592369113262,1.0
1041000207.0,3.0,0.125,0.0,0.125,,9.15711423460203,Sweet Potatoes,6000.0,0.0,2.2892785586505076,14.0,0.0,2.3546865174690934,14.0,-1.5798791090351842,1.2583943379578997,2.6390573296152584,,2.437674640474149,12.360223325357433,0.0,,,1,,0.0,0.0,0.0,11.446392793252539,29166.666666666668,0.0,11.446392793252539,233333.33333333334,0.9850089832658409,1079.8592369113262,1.0
1041000207.0,4.0,0.125,0.0,0.125,,2.616318352743437,Cassava,6000.0,0.0,0.0,10.0,0.0,2.3546865174690934,10.0,-1.5798791090351842,1.2583943379578997,2.302585092994046,,0.9617681206645713,10.884316805547854,0.0,,,1,,0.0,0.0,0.0,2.616318352743437,6666.666666666666,0.0,2.616318352743437,53333.33333333333,0.9850089832658409,1079.8592369113262,1.0
1041000209.0,1.0,0.25,0.0,0.25,1.5931261716365683,29.871115718185656,Maize,25000.0,0.0,0.0,32.0,5.0,9.957038572728552,37.0,-1.1056369028847763,2.4089356887943634,3.6109179126442243,1.1588454121408363,3.396891983997311,12.611537753638338,3.1862523432731367,,1.5931261716365683,1,,0.0,0.0,0.0,29.871115718185656,75000.0,0.0,29.871115718185656,300000.0,0.9705811603941707,4061.117580427359,1.0
1041000209.0,2.0,0.25,0.0,0.25,1.5931261716365683,15.931261716365686,Beans,25000.0,0.0,0.0,35.0,10.0,9.957038572728552,45.0,-1.1056369028847763,2.4089356887943634,3.8066624897703196,0.4656982315808909,2.768283324574937,11.982929094215963,1.5931261716365683,,,1,,0.0,0.0,0.0,15.931261716365686,40000.0,0.0,15.931261716365686,160000.0,0.9705811603941707,4061.117580427359,1.0
1041000209.0,3.0,0.25,0.0,0.25,1.5931261716365683,0.0,Cassava,25000.0,0.0,0.0,23.0,0.0,9.957038572728552,23.0,-1.1056369028847763,2.4089356887943634,3.1354942159291497,0.4656982315808909,,,1.5931261716365683,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9705811603941707,4061.117580427359,1.0
1041000209.0,4.0,0.25,0.0,0.25,1.5931261716365683,5.808272500758323,Sweet Potatoes,25000.0,0.0,0.0,35.0,0.0,9.957038572728552,35.0,-1.1056369028847763,2.4089356887943634,3.5553480614894135,1.1588454121408363,2.45243037515646,11.667076144797488,3.1862523432731367,,1.5931261716365683,1,,0.0,5.808272500758323,0.0,11.616545001516647,29166.666666666668,0.0,11.616545001516647,116666.66666666667,0.9705811603941707,4061.117580427359,1.0
1043000403.0,2.0,0.25,0.0,0.25,,69.0204063432965,Sweet Potatoes,36000.0,0.0,23.006802114432165,45.0,0.0,14.198483590620992,45.0,-1.1056369028847763,2.7319986322829886,3.8066624897703196,,4.522084277431119,13.746517686477322,0.0,,,1,,0.0,0.0,0.0,92.02720845772866,233333.33333333334,0.0,92.02720845772866,933333.3333333334,0.9801275006638536,2557.935699314764,1.0
1043000406.0,1.0,0.10000000149011612,0.0,0.10000000149011612,,24.350141856403038,Beans,17500.0,0.0,0.0,30.0,0.0,7.102124708117553,30.0,-1.7092582381663959,2.112296312149921,3.4011973816621555,-0.31402022208338165,3.1925376752366,13.304684919297122,0.7305042556920911,,,1,0.7305042556920911,0.0,0.0,0.0,24.350141856403038,60000.0,0.0,24.350141856403038,599999.9910593034,0.9525149324220944,1187.6375854762978,1.0
1043000407.0,2.0,0.5,0.0,0.5,,23.67374902705851,Sweet Potatoes,24000.0,0.0,11.836874513529255,37.0,0.0,9.740056742561215,37.0,-0.5430045217198668,2.3892338359903125,3.6109179126442243,,3.5698319063780684,12.072541252905651,0.0,,,1,,0.0,0.0,0.0,35.510623540587765,87500.0,0.0,35.510623540587765,175000.0,0.9525149324220944,3474.2782400715864,1.0
1043000407.0,5.0,0.5,0.0,0.5,,0.0,Banana Food,24000.0,0.0,0.0,20.0,0.0,9.740056742561215,20.0,-0.5430045217198668,2.3892338359903125,2.995732273553991,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9525149324220944,3474.2782400715864,1.0
1043000407.0,6.0,0.25,0.0,0.25,,18.552489033449934,Soya Beans,24000.0,0.0,9.276244516724967,24.0,0.0,9.740056742561215,24.0,-1.1056369028847763,2.3892338359903125,3.1780538303479458,-0.06889776405039667,3.326069067861123,12.521925594948652,0.9334221044954497,,,1,0.9334221044954497,0.0,0.0,0.0,27.828733550174903,68571.42857142858,0.0,27.828733550174903,274285.7142857143,0.9525149324220944,3474.2782400715864,1.0
1043000409.0,1.0,0.5,0.0,0.5,,6.763928293445288,Cassava,83500.0,0.0,0.0,60.0,0.0,33.88728075016089,60.0,-0.5430045217198668,3.5568429329462594,4.0943445622221,,1.9116038297745357,10.414313176302118,0.0,,,1,,0.0,0.0,0.0,6.763928293445288,16666.666666666664,0.0,6.763928293445288,33333.33333333333,0.9525149324220944,5334.8725793193435,1.0
1043000409.0,3.0,1.0,0.0,1.0,,39.94945148316123,Sweet Potatoes,83500.0,0.0,1.4796093141911568,48.0,0.0,33.88728075016089,48.0,0.07788653887762495,3.5568429329462594,3.871201010907891,,3.7239825862053264,11.533544752172965,0.0,,,1,,0.0,0.0,0.0,41.42906079735239,102083.33333333334,0.0,41.42906079735239,102083.33333333334,0.9525149324220944,5334.8725793193435,1.0
1043000409.0,5.0,3.0,0.0,3.0,,50.72946220083966,Maize,83500.0,0.0,0.0,20.0,3.0,33.88728075016089,23.0,1.1252542196919144,3.5568429329462594,3.1354942159291497,3.0102161184426457,5.718266319544855,12.429216196844383,20.291784880335868,,12.175070928201519,1,8.116713952134345,10.145892440167934,243.50141856403036,0.0,304.376773205038,750000.0,0.0,304.376773205038,250000.0,0.9525149324220944,5334.8725793193435,1.0
1043000410.0,2.0,,0.0,2.0,,124.23673141793368,Sweet Potatoes,153050.0,0.0,13.8040812686593,28.0,30.0,,,,,,,,13.681979165339751,,,,1,,0.0,552.163250746372,0.0,690.204063432965,1750000.0,0.0,,875000.0,0.9801275006638536,9315.072920555684,1.0
1043000601.0,1.0,0.25,0.0,0.25,,111.5148684324753,Banana Food,170000.0,0.0,0.0,21.0,0.0,66.13091034949117,21.0,-1.1056369028847763,4.209100639421982,3.044522437723423,,4.714157931180146,13.95236974068147,0.0,,,1,,0.0,0.0,0.0,111.5148684324753,286666.6666666666,0.0,111.5148684324753,1146666.6666666665,0.9937255544549256,1499.1488370874652,1.0
1043000601.0,2.0,0.25,0.0,0.25,,12.966845166566895,Cassava,170000.0,0.0,0.0,24.0,0.0,66.13091034949117,24.0,-1.1056369028847763,4.209100639421982,3.1780538303479458,,2.5623957279206833,11.800607537422009,0.0,,,1,,0.0,0.0,0.0,12.966845166566895,33333.33333333333,0.0,12.966845166566895,133333.3333333333,0.9937255544549256,1499.1488370874652,1.0
1043000601.0,3.0,0.25,0.0,0.25,,29.175401624775517,Maize,170000.0,0.0,0.0,30.0,5.0,66.13091034949117,35.0,-1.1056369028847763,4.209100639421982,3.5553480614894135,2.123890765734319,3.373325944137012,12.611537753638338,8.36361513243565,,5.446074969958097,1,2.917540162477552,0.0,0.0,0.0,29.175401624775517,75000.0,0.0,29.175401624775517,300000.0,0.9937255544549256,1499.1488370874652,1.0
1043000601.0,4.0,0.25,0.0,0.25,,0.0,Beans,170000.0,0.0,0.0,34.0,5.0,66.13091034949117,39.0,-1.1056369028847763,4.209100639421982,3.6635616461296463,1.6948951602159603,,,5.446074969958097,,5.446074969958097,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937255544549256,1499.1488370874652,1.0
1043000603.0,1.0,0.11999999731779099,0.0,0.11999999731779099,,0.0,Coffee All,186500.0,0.0,0.0,10.0,0.0,72.42907015786483,10.0,-1.6044503830812227,4.2985655257595585,2.302585092994046,,2.3622834598332205,12.336125796130114,0.0,,,1,,0.0,10.615163097309946,0.0,10.615163097309946,27333.33333333333,0.0,10.615163097309946,227777.78286900793,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,3.0,0.25,0.0,0.25,,0.0,Soya Beans,186500.0,0.0,0.0,25.0,0.0,72.42907015786483,25.0,-1.1056369028847763,4.2985655257595585,3.2188758248682006,1.8873898452932931,,,6.602113633692772,,5.825394382670092,1,0.776719251022679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,5.0,0.5,0.0,0.5,,29.126971913350467,Banana Sweet,186500.0,0.0,0.0,12.0,0.0,72.42907015786483,12.0,-0.5430045217198668,4.2985655257595585,2.4849066497880004,,5.317574763828701,13.864300722133706,0.0,,,1,,0.0,174.76183148010279,0.0,203.88880339345326,525000.0,0.0,203.88880339345326,1050000.0,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,7.0,0.25,0.0,0.25,,6.472660425188992,Cassava,186500.0,0.0,0.0,23.0,0.0,72.42907015786483,23.0,-1.1056369028847763,4.2985655257595585,3.1354942159291497,,1.8675872179971134,11.107460356862063,0.0,,,1,,0.0,0.0,0.0,6.472660425188992,16666.666666666664,0.0,6.472660425188992,66666.66666666666,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,8.0,0.25,0.0,0.25,,33.98146723224221,Sweet Potatoes,186500.0,0.0,0.0,20.0,5.0,72.42907015786483,25.0,-1.1056369028847763,4.2985655257595585,3.2188758248682006,,3.525815294600646,12.765688433465597,0.0,,,1,,0.0,0.0,0.0,33.98146723224221,87500.0,0.0,33.98146723224221,350000.0,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,11.0,0.25,0.0,0.25,,3.8835962551133956,SimSim,186500.0,0.0,0.0,24.0,0.0,72.42907015786483,24.0,-1.1056369028847763,4.2985655257595585,3.1780538303479458,,1.3567615942311229,10.596634733096073,0.0,,,1,,0.0,0.0,0.0,3.8835962551133956,10000.0,0.0,3.8835962551133956,40000.0,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,12.0,0.75,0.0,0.75,,77.6719251022679,Maize,186500.0,0.0,0.0,15.0,5.0,72.42907015786483,20.0,-0.18512548383978322,4.2985655257595585,2.995732273553991,,4.352493867785114,12.493754717981954,0.0,,,1,,0.0,0.0,0.0,77.6719251022679,200000.0,0.0,77.6719251022679,266666.6666666667,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,13.0,0.125,0.0,0.125,,98.38443846287267,Banana Food,186500.0,0.0,0.0,15.0,5.0,72.42907015786483,20.0,-1.5798791090351842,4.2985655257595585,2.995732273553991,,4.588882645849344,14.52190296527424,0.0,,,1,,0.0,0.0,0.0,98.38443846287267,253333.3333333333,0.0,98.38443846287267,2026666.6666666665,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,14.0,0.125,0.0,0.125,,33.98146723224221,Sweet Potatoes,186500.0,0.0,0.0,26.0,0.0,72.42907015786483,26.0,-1.5798791090351842,4.2985655257595585,3.258096538021482,,3.525815294600646,13.458835614025542,0.0,,,1,,0.0,0.0,0.0,33.98146723224221,87500.0,0.0,33.98146723224221,700000.0,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,15.0,0.125,0.0,0.125,,3.301056816846386,Yam,186500.0,0.0,0.0,24.0,0.0,72.42907015786483,24.0,-1.5798791090351842,4.2985655257595585,3.1780538303479458,,1.194242664733348,11.127262984158243,0.0,,,1,,0.0,0.0,0.0,3.301056816846386,8500.0,0.0,3.301056816846386,68000.0,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,16.0,0.125,0.0,0.125,,2.912697234737617,Onions,186500.0,0.0,0.0,26.0,10.0,72.42907015786483,36.0,-1.5798791090351842,4.2985655257595585,3.58351893845611,,3.553986174050869,13.487006493475764,0.0,,,1,,2.912697234737617,29.126971913350467,0.0,34.952366382825694,150000.0,0.0,34.952366382825694,720000.0017881393,0.9953778320065064,2894.0559293105025,1.0
1043000603.0,17.0,0.125,0.0,0.125,,4.438395720129595,Soya Beans,186500.0,0.0,0.0,26.0,0.0,72.42907015786483,26.0,-1.5798791090351842,4.2985655257595585,3.258096538021482,-0.25267631820297765,2.1834401674155908,12.116460486840486,0.776719251022679,,,1,0.776719251022679,0.0,4.438395720129595,0.0,8.87679144025919,22857.14285714286,0.0,8.87679144025919,182857.14285714287,0.9953778320065064,2894.0559293105025,1.0
1043000604.0,4.0,0.25,0.0,0.25,,45.38395808298414,Sweet Potatoes,29000.0,0.0,11.345989520746034,28.0,0.0,11.2811552949132,28.0,-1.1056369028847763,2.521418100966589,3.332204510175204,,4.038302247730261,13.276514057231587,0.0,,,1,,0.0,0.0,0.0,56.729947603730174,145833.33333333334,0.0,56.729947603730174,583333.3333333334,0.9937255544549256,1445.1782341351804,1.0
1043000605.0,3.0,0.5,0.0,0.5,,101.94440169672663,Sweet Potatoes,23000.0,0.0,0.0,56.0,0.0,8.93227138676081,56.0,-0.5430045217198668,2.3122730392585593,4.02535169073515,,4.624427583268756,13.17115354157376,0.0,,,1,,0.0,0.0,0.0,101.94440169672663,262500.0,0.0,101.94440169672663,525000.0,0.9953778320065064,2630.515087438507,1.0
1043000610.0,3.0,1.0,0.0,1.0,,0.0,Coffee All,37500.0,0.0,0.0,21.0,0.0,14.563485956675233,21.0,0.07788653887762495,2.7554784753495705,3.044522437723423,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953778320065064,5853.5116195571145,1.0
1043000610.0,5.0,0.25,0.0,0.25,,45.308622976322944,Sweet Potatoes,37500.0,0.0,0.0,32.0,0.0,14.563485956675233,32.0,-1.1056369028847763,2.7554784753495705,3.4657359027997265,,3.8134973670524266,13.053370505917377,0.0,,,1,,0.0,0.0,0.0,45.308622976322944,116666.66666666667,0.0,45.308622976322944,466666.6666666667,0.9953778320065064,5853.5116195571145,1.0
1043000804.0,3.0,0.25,0.0,0.25,,46.46618000606659,Sweet Potatoes,44000.0,0.0,0.0,35.0,0.0,17.524387888002252,35.0,-1.1056369028847763,2.9279600905380643,3.5553480614894135,,3.83872473627635,13.053370505917377,0.0,,,1,,0.0,0.0,0.0,46.46618000606659,116666.66666666667,0.0,46.46618000606659,466666.6666666667,0.9705811603941707,2868.423672031641,1.0
1043000804.0,4.0,0.25,0.0,0.25,,9.957038572728552,Cassava,44000.0,0.0,0.0,7.0,0.0,17.524387888002252,7.0,-1.1056369028847763,2.9279600905380643,1.9459101490553132,,2.298279695329201,11.512925464970229,0.0,,,1,,0.0,0.0,0.0,9.957038572728552,25000.0,0.0,9.957038572728552,100000.0,0.9705811603941707,2868.423672031641,1.0
